Guess,Correct,Misplaced,SecretCode,Win,NumGuesses
"['6', '5', '2', '4']",0,3,5266,False,10
"['2', '4', '2', '1']",0,1,5266,False,10
"['3', '2', '3', '6']",2,0,5266,False,10
"['5', '2', '6', '2']",3,0,5266,False,10
"['4', '1', '2', '4']",0,1,5266,False,10
"['2', '3', '2', '5']",0,2,5266,False,10
"['4', '4', '5', '2']",0,0,1136,False,10
"['6', '5', '3', '1']",1,2,1136,False,10
"['3', '6', '6', '4']",0,2,1136,False,10
"['6', '3', '5', '5']",0,2,1136,False,10
"['6', '1', '6', '5']",1,1,1136,False,10
"['6', '1', '2', '2']",1,1,1136,False,10
"['4', '5', '1', '3']",0,2,1136,False,10
"['4', '6', '2', '1']",0,2,1136,False,10
"['4', '4', '2', '1']",0,1,1136,False,10
"['1', '4', '3', '6']",3,0,1136,False,10
"['3', '2', '1', '5']",1,1,3332,False,10
"['4', '5', '1', '5']",0,0,3332,False,10
"['4', '6', '3', '2']",2,0,3332,False,10
"['5', '4', '1', '6']",0,0,3332,False,10
"['3', '3', '6', '4']",2,0,3332,False,10
"['5', '2', '3', '2']",2,0,3332,False,10
"['1', '1', '1', '2']",1,0,3332,False,10
"['1', '1', '6', '6']",0,0,3332,False,10
"['6', '3', '4', '3']",1,1,3332,False,10
"['5', '1', '2', '1']",0,1,3332,False,10
"['1', '1', '5', '1']",0,0,3632,False,10
"['1', '3', '2', '1']",0,2,3632,False,10
"['6', '2', '3', '2']",2,1,3632,False,10
"['4', '3', '3', '4']",1,1,3632,False,10
"['6', '1', '1', '3']",0,2,3632,False,10
"['1', '4', '5', '2']",1,0,3632,False,10
"['3', '4', '3', '4']",2,0,3632,False,10
"['3', '3', '4', '5']",1,1,3632,False,10
"['3', '4', '5', '6']",1,1,3632,False,10
"['5', '4', '3', '4']",1,0,3632,False,10
"['6', '5', '1', '6']",3,0,6511,False,10
"['6', '2', '2', '2']",1,0,6511,False,10
"['5', '3', '2', '3']",0,1,6511,False,10
"['2', '4', '2', '3']",0,0,6511,False,10
"['6', '3', '5', '3']",1,1,6511,False,10
"['3', '5', '3', '4']",1,0,6511,False,10
"['1', '2', '3', '6']",0,2,6511,False,10
"['5', '6', '5', '3']",0,2,6511,False,10
"['3', '5', '5', '5']",1,0,6511,False,10
"['3', '3', '3', '1']",1,0,6511,False,10
"['5', '1', '6', '2']",1,1,3564,False,10
"['1', '3', '5', '2']",0,2,3564,False,10
"['4', '5', '3', '1']",1,2,3564,False,10
"['5', '1', '4', '2']",0,2,3564,False,10
"['4', '4', '3', '3']",0,2,3564,False,10
"['5', '3', '3', '3']",0,2,3564,False,10
"['2', '3', '6', '6']",1,1,3564,False,10
"['3', '6', '1', '2']",1,1,3564,False,10
"['1', '3', '5', '6']",0,3,3564,False,10
"['1', '4', '1', '3']",0,2,3564,False,10
"['2', '6', '1', '3']",1,1,4243,False,10
"['4', '3', '1', '2']",1,2,4243,False,10
"['2', '6', '2', '4']",0,2,4243,False,10
"['4', '6', '1', '6']",1,0,4243,False,10
"['6', '4', '3', '4']",0,3,4243,False,10
"['3', '3', '1', '5']",0,1,4243,False,10
"['4', '4', '6', '1']",1,1,4243,False,10
"['6', '5', '6', '5']",0,0,4243,False,10
"['3', '1', '6', '6']",0,1,4243,False,10
"['3', '5', '5', '1']",0,1,4243,False,10
"['4', '2', '6', '1']",0,2,2623,False,10
"['6', '6', '3', '2']",1,2,2623,False,10
"['1', '6', '1', '3']",2,0,2623,False,10
"['1', '5', '5', '3']",1,0,2623,False,10
"['1', '1', '4', '6']",0,1,2623,False,10
"['5', '1', '3', '1']",0,1,2623,False,10
"['4', '3', '6', '6']",0,2,2623,False,10
"['2', '4', '3', '3']",2,0,2623,False,10
"['3', '5', '2', '1']",1,1,2623,False,10
"['5', '4', '2', '3']",2,0,2623,False,10
"['2', '4', '6', '1']",1,2,6321,False,10
"['1', '3', '3', '1']",2,0,6321,False,10
"['4', '5', '2', '2']",1,0,6321,False,10
"['1', '4', '3', '4']",0,2,6321,False,10
"['3', '1', '4', '5']",0,2,6321,False,10
"['1', '4', '6', '1']",1,1,6321,False,10
"['6', '6', '2', '2']",2,0,6321,False,10
"['2', '5', '2', '5']",1,0,6321,False,10
"['4', '3', '5', '2']",1,1,6321,False,10
"['5', '5', '6', '1']",1,1,6321,False,10
"['6', '6', '1', '5']",0,1,4436,False,10
"['4', '1', '6', '4']",1,2,4436,False,10
"['2', '5', '5', '6']",1,0,4436,False,10
"['2', '1', '3', '3']",1,0,4436,False,10
"['3', '5', '4', '1']",0,2,4436,False,10
"['4', '3', '3', '4']",2,1,4436,False,10
"['1', '6', '3', '3']",1,1,4436,False,10
"['3', '2', '5', '3']",0,1,4436,False,10
"['1', '1', '3', '1']",1,0,4436,False,10
"['4', '5', '3', '1']",2,0,4436,False,10
"['4', '2', '2', '2']",0,0,6111,False,10
"['4', '2', '1', '2']",1,0,6111,False,10
"['6', '3', '5', '4']",1,0,6111,False,10
"['3', '3', '1', '2']",1,0,6111,False,10
"['6', '1', '4', '1']",3,0,6111,False,10
"['3', '1', '3', '1']",2,0,6111,False,10
"['6', '5', '1', '6']",2,0,6111,False,10
"['6', '5', '1', '4']",2,0,6111,False,10
"['5', '4', '3', '6']",0,1,6111,False,10
"['4', '6', '6', '1']",1,1,6111,False,10
"['2', '1', '2', '5']",0,2,6213,False,10
"['3', '1', '6', '4']",0,3,6213,False,10
"['2', '6', '3', '3']",1,2,6213,False,10
"['5', '5', '5', '5']",0,0,6213,False,10
"['6', '6', '3', '6']",1,1,6213,False,10
"['6', '2', '3', '3']",3,0,6213,False,10
"['4', '2', '4', '1']",1,1,6213,False,10
"['5', '1', '4', '5']",0,1,6213,False,10
"['1', '3', '3', '1']",0,2,6213,False,10
"['5', '3', '1', '2']",1,2,6213,False,10
"['1', '5', '6', '6']",1,1,3361,False,10
"['4', '3', '6', '6']",2,0,3361,False,10
"['6', '1', '5', '5']",0,2,3361,False,10
"['6', '6', '4', '5']",0,1,3361,False,10
"['1', '4', '1', '2']",0,1,3361,False,10
"['4', '1', '6', '2']",1,1,3361,False,10
"['5', '2', '5', '2']",0,0,3361,False,10
"['3', '1', '3', '1']",2,1,3361,False,10
"['2', '4', '5', '4']",0,0,3361,False,10
"['4', '5', '3', '6']",0,2,3361,False,10
"['5', '5', '5', '6']",2,0,3551,False,10
"['2', '6', '2', '2']",0,0,3551,False,10
"['5', '5', '1', '3']",1,3,3551,False,10
"['3', '3', '3', '4']",1,0,3551,False,10
"['5', '5', '4', '5']",1,1,3551,False,10
"['6', '3', '3', '4']",0,1,3551,False,10
"['6', '1', '4', '3']",0,2,3551,False,10
"['3', '5', '1', '6']",2,1,3551,False,10
"['2', '6', '2', '2']",0,0,3551,False,10
"['5', '4', '5', '3']",1,2,3551,False,10
"['2', '2', '1', '5']",1,1,6262,False,10
"['6', '6', '6', '1']",2,0,6262,False,10
"['6', '3', '1', '1']",1,0,6262,False,10
"['3', '4', '1', '4']",0,0,6262,False,10
"['6', '1', '6', '1']",2,0,6262,False,10
"['1', '6', '5', '6']",0,2,6262,False,10
"['6', '6', '4', '4']",1,1,6262,False,10
"['5', '3', '2', '1']",0,1,6262,False,10
"['6', '4', '1', '6']",1,1,6262,False,10
"['4', '3', '1', '2']",1,0,6262,False,10
"['6', '5', '2', '5']",2,1,2545,False,10
"['6', '5', '1', '5']",2,0,2545,False,10
"['6', '1', '4', '2']",1,1,2545,False,10
"['1', '2', '6', '6']",0,1,2545,False,10
"['4', '6', '2', '4']",0,2,2545,False,10
"['4', '3', '2', '6']",0,2,2545,False,10
"['3', '3', '3', '1']",0,0,2545,False,10
"['3', '6', '2', '4']",0,2,2545,False,10
"['3', '1', '2', '5']",1,1,2545,False,10
"['5', '6', '5', '2']",0,3,2545,False,10
"['3', '5', '1', '4']",0,3,4165,False,10
"['6', '1', '2', '5']",2,1,4165,False,10
"['6', '4', '5', '2']",0,3,4165,False,10
"['3', '2', '2', '3']",0,0,4165,False,10
"['6', '4', '1', '4']",0,3,4165,False,10
"['6', '4', '5', '4']",0,3,4165,False,10
"['6', '4', '2', '5']",1,2,4165,False,10
"['3', '3', '3', '4']",0,1,4165,False,10
"['2', '5', '2', '6']",0,2,4165,False,10
"['2', '3', '6', '6']",1,0,4165,False,10
"['5', '5', '2', '2']",1,1,2312,False,10
"['2', '1', '5', '4']",1,1,2312,False,10
"['2', '5', '1', '2']",3,0,2312,False,10
"['5', '6', '5', '2']",1,0,2312,False,10
"['4', '2', '6', '3']",0,2,2312,False,10
"['4', '5', '3', '2']",1,1,2312,False,10
"['4', '1', '6', '1']",0,1,2312,False,10
"['3', '2', '1', '1']",1,2,2312,False,10
"['5', '2', '5', '2']",1,1,2312,False,10
"['6', '6', '1', '6']",1,0,2312,False,10
"['2', '1', '1', '6']",1,0,4155,False,10
"['1', '3', '3', '1']",0,1,4155,False,10
"['1', '2', '3', '4']",0,2,4155,False,10
"['6', '2', '3', '2']",0,0,4155,False,10
"['1', '1', '6', '3']",1,0,4155,False,10
"['3', '4', '5', '6']",1,1,4155,False,10
"['1', '4', '6', '1']",0,2,4155,False,10
"['3', '1', '3', '2']",1,0,4155,False,10
"['2', '3', '4', '3']",0,1,4155,False,10
"['6', '6', '2', '4']",0,1,4155,False,10
"['4', '6', '3', '3']",1,0,5612,False,10
"['1', '2', '2', '3']",0,2,5612,False,10
"['4', '6', '5', '6']",1,1,5612,False,10
"['3', '3', '3', '1']",0,1,5612,False,10
"['3', '3', '1', '6']",1,1,5612,False,10
"['1', '5', '1', '4']",1,1,5612,False,10
"['6', '6', '2', '2']",2,0,5612,False,10
"['2', '1', '1', '5']",1,2,5612,False,10
"['3', '4', '5', '2']",1,1,5612,False,10
"['6', '1', '6', '6']",0,2,5612,False,10
"['6', '4', '5', '4']",1,0,6163,False,10
"['2', '3', '6', '4']",1,1,6163,False,10
"['3', '1', '2', '1']",1,1,6163,False,10
"['1', '1', '6', '4']",2,0,6163,False,10
"['5', '1', '4', '4']",1,0,6163,False,10
"['2', '5', '6', '5']",1,0,6163,False,10
"['2', '1', '6', '1']",2,0,6163,False,10
"['4', '5', '2', '2']",0,0,6163,False,10
"['3', '4', '5', '6']",0,2,6163,False,10
"['4', '5', '3', '3']",1,0,6163,False,10
"['5', '5', '3', '6']",1,1,2633,False,10
"['4', '4', '5', '6']",0,1,2633,False,10
"['6', '4', '1', '4']",0,1,2633,False,10
"['6', '4', '1', '4']",0,1,2633,False,10
"['6', '5', '3', '5']",1,1,2633,False,10
"['6', '1', '5', '1']",0,1,2633,False,10
"['5', '4', '3', '6']",1,1,2633,False,10
"['3', '1', '5', '4']",0,1,2633,False,10
"['5', '4', '2', '2']",0,1,2633,False,10
"['5', '5', '4', '5']",0,0,2633,False,10
"['3', '3', '6', '4']",2,2,4363,False,10
"['1', '6', '5', '6']",0,1,4363,False,10
"['1', '3', '4', '3']",2,1,4363,False,10
"['2', '5', '5', '2']",0,0,4363,False,10
"['3', '6', '2', '5']",0,2,4363,False,10
"['3', '3', '5', '6']",1,2,4363,False,10
"['1', '5', '1', '4']",0,1,4363,False,10
"['3', '5', '1', '3']",1,1,4363,False,10
"['6', '3', '5', '6']",1,1,4363,False,10
"['4', '4', '5', '6']",1,1,4363,False,10
"['3', '2', '5', '6']",1,2,5264,False,10
"['5', '3', '3', '5']",1,0,5264,False,10
"['6', '3', '3', '2']",0,2,5264,False,10
"['4', '1', '6', '2']",1,2,5264,False,10
"['3', '3', '5', '5']",0,1,5264,False,10
"['6', '4', '6', '2']",1,2,5264,False,10
"['1', '6', '1', '5']",0,2,5264,False,10
"['6', '4', '2', '1']",0,3,5264,False,10
"['2', '3', '3', '2']",0,1,5264,False,10
"['4', '4', '6', '4']",2,0,5264,False,10
"['6', '4', '4', '5']",2,0,3441,False,10
"['2', '5', '2', '4']",0,1,3441,False,10
"['3', '4', '2', '6']",2,0,3441,False,10
"['3', '1', '6', '2']",1,1,3441,False,10
"['2', '3', '1', '1']",1,1,3441,False,10
"['5', '4', '5', '1']",2,0,3441,False,10
"['2', '2', '1', '1']",1,0,3441,False,10
"['5', '1', '6', '3']",0,2,3441,False,10
"['3', '1', '2', '2']",1,1,3441,False,10
"['5', '2', '3', '4']",0,2,3441,False,10
"['2', '4', '3', '2']",1,1,2514,False,10
"['1', '6', '1', '3']",1,0,2514,False,10
"['2', '4', '6', '4']",2,0,2514,False,10
"['5', '1', '6', '1']",0,2,2514,False,10
"['6', '4', '3', '1']",0,2,2514,False,10
"['3', '1', '1', '6']",1,0,2514,False,10
"['5', '5', '2', '3']",1,1,2514,False,10
"['2', '1', '2', '6']",1,1,2514,False,10
"['6', '2', '3', '3']",0,1,2514,False,10
"['6', '6', '4', '4']",1,0,2514,False,10
"['5', '1', '4', '3']",0,3,4314,False,10
"['6', '4', '2', '2']",0,1,4314,False,10
"['5', '3', '2', '1']",1,1,4314,False,10
"['2', '5', '2', '1']",0,1,4314,False,10
"['2', '6', '5', '6']",0,0,4314,False,10
"['4', '4', '2', '2']",1,1,4314,False,10
"['1', '5', '2', '3']",0,2,4314,False,10
"['3', '1', '5', '1']",0,2,4314,False,10
"['6', '1', '5', '1']",0,1,4314,False,10
"['3', '2', '5', '5']",0,1,4314,False,10
"['1', '1', '1', '6']",1,0,5526,False,10
"['2', '2', '5', '4']",0,2,5526,False,10
"['3', '4', '3', '3']",0,0,5526,False,10
"['6', '4', '5', '6']",1,1,5526,False,10
"['5', '3', '6', '1']",1,1,5526,False,10
"['1', '2', '2', '6']",2,0,5526,False,10
"['2', '2', '2', '6']",2,0,5526,False,10
"['2', '1', '6', '4']",0,2,5526,False,10
"['5', '4', '1', '4']",1,0,5526,False,10
"['6', '4', '4', '5']",0,2,5526,False,10
"['6', '2', '5', '6']",1,2,6325,False,10
"['4', '4', '2', '3']",1,1,6325,False,10
"['6', '1', '4', '1']",1,0,6325,False,10
"['5', '1', '1', '3']",0,2,6325,False,10
"['3', '1', '2', '5']",2,1,6325,False,10
"['4', '3', '3', '6']",1,1,6325,False,10
"['4', '6', '2', '5']",2,1,6325,False,10
"['3', '4', '3', '5']",1,1,6325,False,10
"['2', '1', '3', '6']",0,3,6325,False,10
"['3', '5', '2', '6']",1,3,6325,False,10
"['1', '1', '2', '6']",0,2,3561,False,10
"['1', '3', '3', '5']",0,3,3561,False,10
"['3', '4', '4', '5']",1,1,3561,False,10
"['1', '5', '4', '2']",1,1,3561,False,10
"['1', '5', '4', '4']",1,1,3561,False,10
"['5', '6', '1', '5']",0,3,3561,False,10
"['2', '2', '5', '4']",0,1,3561,False,10
"['4', '4', '5', '2']",0,1,3561,False,10
"['5', '4', '1', '5']",0,2,3561,False,10
"['3', '1', '6', '1']",3,0,3561,False,10
"['6', '3', '4', '2']",0,2,1226,False,10
"['3', '6', '2', '2']",1,2,1226,False,10
"['6', '6', '1', '3']",0,2,1226,False,10
"['4', '2', '2', '3']",2,0,1226,False,10
"['3', '2', '3', '4']",1,0,1226,False,10
"['5', '4', '2', '6']",2,0,1226,False,10
"['2', '3', '4', '2']",0,2,1226,False,10
"['5', '1', '4', '5']",0,1,1226,False,10
"['2', '1', '5', '1']",0,2,1226,False,10
"['2', '2', '4', '3']",1,1,1226,False,10
"['6', '1', '2', '5']",1,2,1522,False,10
"['5', '1', '2', '2']",2,2,1522,False,10
"['4', '3', '1', '4']",0,1,1522,False,10
"['3', '5', '6', '6']",1,0,1522,False,10
"['2', '2', '3', '1']",0,3,1522,False,10
"['1', '3', '3', '5']",1,1,1522,False,10
"['6', '5', '5', '6']",1,0,1522,False,10
"['4', '2', '6', '4']",0,1,1522,False,10
"['6', '4', '6', '1']",0,1,1522,False,10
"['5', '1', '6', '2']",1,2,1522,False,10
"['2', '1', '2', '5']",0,0,4466,False,10
"['1', '4', '4', '4']",1,1,4466,False,10
"['3', '4', '4', '2']",1,1,4466,False,10
"['6', '2', '4', '5']",0,2,4466,False,10
"['4', '1', '5', '6']",2,0,4466,False,10
"['2', '5', '6', '2']",1,0,4466,False,10
"['6', '1', '1', '1']",0,1,4466,False,10
"['4', '4', '1', '5']",2,0,4466,False,10
"['3', '6', '5', '3']",0,1,4466,False,10
"['6', '2', '5', '1']",0,1,4466,False,10
"['1', '2', '6', '6']",0,0,4335,False,10
"['4', '2', '2', '1']",1,0,4335,False,10
"['5', '4', '2', '2']",0,2,4335,False,10
"['1', '4', '6', '2']",0,1,4335,False,10
"['1', '2', '5', '5']",1,0,4335,False,10
"['6', '1', '6', '2']",0,0,4335,False,10
"['5', '4', '6', '4']",0,2,4335,False,10
"['1', '3', '4', '5']",2,1,4335,False,10
"['5', '4', '5', '1']",0,2,4335,False,10
"['3', '1', '3', '2']",1,1,4335,False,10
"['2', '4', '2', '4']",0,1,4335,False,10
"['3', '3', '3', '4']",2,1,4335,False,10
"['3', '4', '4', '1']",0,2,4335,False,10
"['1', '5', '4', '3']",0,3,4335,False,10
"['6', '2', '2', '3']",0,1,4335,False,10
"['6', '4', '6', '3']",0,2,4335,False,10
"['4', '6', '3', '5']",3,0,4335,False,10
"['3', '3', '5', '1']",1,2,4335,False,10
"['5', '2', '3', '6']",1,1,4335,False,10
"['1', '3', '2', '2']",1,0,4335,False,10
"['2', '3', '5', '1']",1,2,1312,False,10
"['3', '5', '2', '3']",0,2,1312,False,10
"['5', '3', '3', '3']",1,0,1312,False,10
"['4', '6', '4', '3']",0,1,1312,False,10
"['3', '2', '3', '4']",0,2,1312,False,10
"['5', '6', '3', '2']",1,1,1312,False,10
"['4', '5', '3', '5']",0,1,1312,False,10
"['6', '1', '2', '4']",0,2,1312,False,10
"['2', '1', '6', '1']",0,3,1312,False,10
"['2', '4', '4', '1']",0,2,1312,False,10
"['5', '2', '1', '4']",0,2,3143,False,10
"['5', '6', '5', '1']",0,1,3143,False,10
"['4', '4', '4', '2']",1,0,3143,False,10
"['1', '2', '1', '4']",0,2,3143,False,10
"['1', '5', '6', '4']",0,2,3143,False,10
"['5', '1', '4', '3']",3,0,3143,False,10
"['1', '3', '2', '6']",0,2,3143,False,10
"['5', '6', '1', '6']",0,1,3143,False,10
"['2', '5', '4', '6']",1,0,3143,False,10
"['6', '1', '4', '5']",2,0,3143,False,10
"['4', '5', '2', '6']",0,2,6151,False,10
"['6', '4', '1', '6']",1,1,6151,False,10
"['1', '1', '2', '6']",1,2,6151,False,10
"['4', '1', '1', '5']",1,2,6151,False,10
"['4', '3', '1', '4']",0,1,6151,False,10
"['2', '4', '3', '6']",0,1,6151,False,10
"['6', '6', '5', '2']",2,0,6151,False,10
"['5', '6', '2', '4']",0,2,6151,False,10
"['1', '3', '1', '3']",0,2,6151,False,10
"['1', '6', '6', '4']",0,2,6151,False,10
"['3', '4', '3', '4']",1,0,6514,False,10
"['5', '6', '6', '6']",0,2,6514,False,10
"['6', '5', '5', '5']",2,0,6514,False,10
"['1', '1', '5', '5']",0,2,6514,False,10
"['6', '2', '1', '1']",2,0,6514,False,10
"['3', '1', '1', '3']",1,0,6514,False,10
"['6', '6', '2', '2']",1,0,6514,False,10
"['5', '1', '6', '5']",0,3,6514,False,10
"['1', '4', '6', '2']",0,3,6514,False,10
"['4', '3', '3', '5']",0,2,6514,False,10
"['6', '6', '1', '6']",1,1,2156,False,10
"['4', '3', '6', '6']",1,0,2156,False,10
"['6', '3', '5', '1']",1,2,2156,False,10
"['5', '1', '1', '3']",1,1,2156,False,10
"['1', '4', '4', '6']",1,1,2156,False,10
"['2', '4', '1', '4']",1,1,2156,False,10
"['3', '3', '1', '1']",0,1,2156,False,10
"['2', '4', '4', '4']",1,0,2156,False,10
"['5', '2', '1', '4']",0,3,2156,False,10
"['6', '6', '3', '1']",0,2,2156,False,10
"['2', '4', '5', '1']",1,2,2545,False,10
"['2', '6', '6', '3']",1,0,2545,False,10
"['1', '4', '4', '3']",1,0,2545,False,10
"['1', '4', '1', '6']",0,1,2545,False,10
"['4', '1', '4', '2']",1,1,2545,False,10
"['4', '5', '4', '4']",2,0,2545,False,10
"['6', '1', '5', '3']",0,1,2545,False,10
"['6', '4', '3', '4']",0,1,2545,False,10
"['2', '1', '6', '6']",1,0,2545,False,10
"['1', '5', '3', '1']",1,0,2545,False,10
"['4', '6', '2', '6']",0,1,5314,False,10
"['1', '2', '5', '1']",0,2,5314,False,10
"['6', '3', '3', '2']",1,0,5314,False,10
"['3', '4', '4', '4']",1,1,5314,False,10
"['4', '4', '3', '1']",0,3,5314,False,10
"['3', '2', '2', '2']",0,1,5314,False,10
"['1', '4', '6', '3']",0,3,5314,False,10
"['6', '2', '2', '4']",1,0,5314,False,10
"['5', '4', '2', '3']",1,2,5314,False,10
"['3', '5', '5', '3']",0,2,5314,False,10
"['1', '3', '5', '3']",1,1,2213,False,10
"['5', '2', '5', '1']",1,1,2213,False,10
"['6', '6', '1', '6']",1,0,2213,False,10
"['5', '3', '4', '2']",0,2,2213,False,10
"['5', '4', '2', '5']",0,1,2213,False,10
"['1', '2', '6', '6']",1,1,2213,False,10
"['5', '1', '1', '4']",1,0,2213,False,10
"['5', '6', '6', '2']",0,1,2213,False,10
"['6', '4', '3', '4']",0,1,2213,False,10
"['6', '4', '3', '5']",0,1,2213,False,10
"['2', '4', '1', '1']",1,1,3213,False,10
"['6', '2', '3', '6']",1,1,3213,False,10
"['6', '6', '1', '3']",2,0,3213,False,10
"['1', '6', '2', '6']",0,2,3213,False,10
"['1', '4', '1', '5']",1,0,3213,False,10
"['4', '3', '3', '4']",0,2,3213,False,10
"['4', '4', '3', '6']",0,1,3213,False,10
"['3', '3', '3', '1']",1,2,3213,False,10
"['3', '1', '4', '2']",1,2,3213,False,10
"['3', '5', '2', '2']",1,1,3213,False,10
"['3', '2', '5', '6']",0,3,2463,False,10
"['1', '2', '1', '4']",0,2,2463,False,10
"['6', '1', '2', '5']",0,2,2463,False,10
"['3', '5', '4', '1']",0,2,2463,False,10
"['6', '2', '5', '1']",0,2,2463,False,10
"['6', '4', '3', '4']",1,2,2463,False,10
"['6', '5', '2', '6']",0,2,2463,False,10
"['1', '2', '6', '1']",1,1,2463,False,10
"['5', '5', '5', '4']",0,1,2463,False,10
"['6', '3', '2', '1']",0,3,2463,False,10
"['6', '2', '1', '2']",0,2,2564,False,10
"['1', '4', '2', '5']",0,3,2564,False,10
"['2', '4', '2', '6']",1,2,2564,False,10
"['3', '5', '5', '5']",1,0,2564,False,10
"['2', '6', '4', '1']",1,2,2564,False,10
"['5', '4', '3', '2']",0,3,2564,False,10
"['1', '6', '5', '2']",0,3,2564,False,10
"['5', '5', '5', '5']",1,0,2564,False,10
"['1', '1', '2', '6']",0,2,2564,False,10
"['3', '2', '5', '5']",0,2,2564,False,10
"['4', '2', '2', '2']",0,2,2634,False,10
"['5', '2', '5', '5']",0,1,2634,False,10
"['6', '1', '6', '1']",0,1,2634,False,10
"['6', '6', '4', '5']",1,1,2634,False,10
"['1', '4', '4', '1']",0,1,2634,False,10
"['2', '3', '4', '6']",1,3,2634,False,10
"['1', '4', '6', '5']",0,2,2634,False,10
"['1', '2', '5', '6']",0,2,2634,False,10
"['6', '2', '6', '4']",1,2,2634,False,10
"['6', '6', '6', '1']",1,0,2634,False,10
"['6', '2', '5', '3']",0,3,3564,False,10
"['3', '5', '4', '6']",2,2,3564,False,10
"['1', '2', '3', '3']",0,1,3564,False,10
"['5', '4', '3', '5']",0,3,3564,False,10
"['1', '6', '5', '6']",0,2,3564,False,10
"['5', '6', '3', '3']",0,3,3564,False,10
"['3', '6', '1', '1']",1,1,3564,False,10
"['5', '1', '1', '3']",0,2,3564,False,10
"['1', '2', '4', '5']",0,2,3564,False,10
"['2', '3', '3', '3']",0,1,3564,False,10
"['2', '6', '6', '1']",1,0,2332,False,10
"['5', '3', '5', '1']",1,0,2332,False,10
"['5', '5', '4', '6']",0,0,2332,False,10
"['3', '3', '2', '6']",1,2,2332,False,10
"['2', '1', '2', '5']",1,1,2332,False,10
"['5', '2', '4', '4']",0,1,2332,False,10
"['3', '2', '4', '1']",0,2,2332,False,10
"['6', '2', '5', '1']",0,1,2332,False,10
"['3', '5', '2', '2']",1,2,2332,False,10
"['2', '2', '3', '4']",2,1,2332,False,10
"['6', '1', '5', '5']",0,1,3464,False,10
"['1', '5', '3', '5']",0,1,3464,False,10
"['3', '6', '5', '2']",1,1,3464,False,10
"['1', '1', '5', '5']",0,0,3464,False,10
"['4', '6', '3', '3']",0,3,3464,False,10
"['5', '5', '2', '4']",1,0,3464,False,10
"['4', '1', '4', '1']",0,2,3464,False,10
"['2', '1', '3', '4']",1,1,3464,False,10
"['4', '1', '3', '3']",0,2,3464,False,10
"['1', '1', '2', '1']",0,0,3464,False,10
"['1', '3', '6', '2']",0,2,5235,False,10
"['5', '4', '4', '1']",1,0,5235,False,10
"['5', '4', '3', '4']",2,0,5235,False,10
"['6', '2', '2', '2']",1,0,5235,False,10
"['4', '5', '3', '2']",1,2,5235,False,10
"['6', '1', '1', '1']",0,0,5235,False,10
"['3', '3', '5', '3']",0,2,5235,False,10
"['1', '4', '1', '1']",0,0,5235,False,10
"['3', '5', '6', '3']",0,2,5235,False,10
"['6', '4', '6', '2']",0,1,5235,False,10
"['4', '2', '6', '1']",0,2,1544,False,10
"['1', '2', '4', '2']",2,0,1544,False,10
"['3', '4', '1', '4']",1,2,1544,False,10
"['3', '4', '1', '5']",0,3,1544,False,10
"['3', '4', '6', '4']",1,1,1544,False,10
"['4', '2', '5', '6']",0,2,1544,False,10
"['1', '6', '5', '3']",1,1,1544,False,10
"['6', '1', '6', '3']",0,1,1544,False,10
"['1', '6', '4', '6']",2,0,1544,False,10
"['6', '3', '3', '4']",1,0,1544,False,10
"['6', '6', '3', '4']",0,1,1425,False,10
"['3', '6', '6', '4']",0,1,1425,False,10
"['3', '3', '3', '4']",0,1,1425,False,10
"['5', '2', '3', '2']",0,2,1425,False,10
"['5', '5', '4', '3']",0,2,1425,False,10
"['2', '2', '4', '2']",0,2,1425,False,10
"['5', '1', '5', '2']",0,3,1425,False,10
"['6', '4', '5', '2']",1,2,1425,False,10
"['3', '2', '6', '2']",0,1,1425,False,10
"['6', '5', '6', '1']",0,2,1425,False,10
"['1', '6', '4', '6']",0,4,6461,False,10
"['1', '6', '3', '4']",0,3,6461,False,10
"['5', '1', '1', '6']",0,2,6461,False,10
"['4', '4', '2', '4']",1,0,6461,False,10
"['1', '5', '4', '3']",0,2,6461,False,10
"['4', '4', '5', '1']",2,0,6461,False,10
"['5', '4', '1', '3']",1,1,6461,False,10
"['1', '5', '1', '3']",0,1,6461,False,10
"['3', '3', '5', '2']",0,0,6461,False,10
"['3', '4', '6', '4']",2,0,6461,False,10
"['3', '4', '2', '2']",0,2,1143,False,10
"['4', '5', '4', '1']",1,1,1143,False,10
"['3', '4', '4', '3']",2,0,1143,False,10
"['4', '5', '2', '4']",0,1,1143,False,10
"['6', '6', '3', '3']",1,0,1143,False,10
"['2', '5', '3', '5']",0,1,1143,False,10
"['4', '3', '3', '4']",0,2,1143,False,10
"['2', '4', '6', '4']",0,1,1143,False,10
"['5', '3', '4', '6']",1,1,1143,False,10
"['4', '4', '6', '3']",1,1,1143,False,10
"['1', '5', '6', '1']",1,0,1324,False,10
"['2', '2', '2', '5']",1,0,1324,False,10
"['2', '6', '2', '6']",1,0,1324,False,10
"['2', '4', '1', '6']",0,3,1324,False,10
"['1', '2', '5', '2']",1,1,1324,False,10
"['4', '1', '4', '1']",0,2,1324,False,10
"['4', '2', '5', '6']",0,2,1324,False,10
"['2', '5', '5', '2']",0,1,1324,False,10
"['5', '4', '3', '4']",1,1,1324,False,10
"['1', '5', '2', '6']",2,0,1324,False,10
"['6', '2', '6', '2']",2,1,2263,False,10
"['3', '2', '5', '1']",1,1,2263,False,10
